,Magnetic potential
5279,0.0051619264358286916
5280,0.005161921448500971
5281,0.005161913490467698
5282,0.00516190237096152
5283,0.0051618878175427405
5284,0.005161869471430274
5285,0.005161846883544843
5286,0.0051618195147344675
5287,0.005161786747133208
5288,0.00516174792069349
5289,0.005161702423559616
5290,0.0051616498957106
5291,0.005161590671167179
5292,0.005161526725983586
5293,0.0051614636965727
5294,0.005161415080322325
5295,0.005161410250405492
5296,0.005161505101519967
5297,0.005161766424088509
5298,0.005162027111281022
5299,0.0051602443586294105
5300,0.006114195575401021
5301,0.006114859274226024
5302,0.006120493301382237
5303,0.006125328707136323
5304,0.006128630848461856
5305,0.006130785499345599
5306,0.0061322082838400314
5307,0.006133176731944483
5308,0.006133858057444997
5309,0.006134351916955938
5310,0.006134719058553416
5311,0.00613499777970653
5312,0.006135213077965204
5313,0.006135381796035802
5314,0.006135515599358174
5315,0.006135622759665623
5316,0.006135709260362453
5317,0.006135779503245233
5318,0.006135836772877616
5319,0.006135883549024221
5320,0.006135921721157724
5321,0.006135952738280144
5322,0.006135977715057831
5323,0.006135997507840956
5324,0.006136012769508998
5325,0.006136023989128639
5326,0.006136031520482484
5327,0.00613603560224358
5328,0.006136036371701664
5329,0.006136033873352016
5330,0.006136028063254107
5331,0.006136018809811997
5332,0.0061360058915152175
5333,0.0061359889922449964
5334,0.006135967695104508
5335,0.006135941476616527
5336,0.006135909705066741
5337,0.006135871650867591
5338,0.006135826525496081
5339,0.00613577358419333
5340,0.006135712368312887
5341,0.006135643253269376
5342,0.006135568667171233
5343,0.006135495770495738
5344,0.006135442187903764
5345,0.006135447247648564
5346,0.006135587980395041
5347,0.006135964992592231
5348,0.006136409075273875
5349,0.006134482695473718
5350,0.007082041048102495
5351,0.007082891866610629
5352,0.007089496778329601
5353,0.007095108206860266
5354,0.00709889258973989
5355,0.007101326511262247
5356,0.007102911305006973
5357,0.007103977708719796
5358,0.007104722064221419
5359,0.007105259296676107
5360,0.007105658126769497
5361,0.007105961108630142
5362,0.007106195611567438
5363,0.00710637987856407
5364,0.007106526457870626
5365,0.007106644214845475
5366,0.007106739554974269
5367,0.007106817193515466
5368,0.007106880655209247
5369,0.0071069326077123785
5370,0.007106975089350775
5371,0.007107009667770031
5372,0.007107037552232451
5373,0.007107059674084161
5374,0.0071070767448770155
5375,0.007107089298456663
5376,0.007107097721278305
5377,0.0071071022738565075
5378,0.007107103105341396
5379,0.0071071002625891725
5380,0.0071070936946718635
5381,0.007107083253506383
5382,0.007107068691173374
5383,0.007107049654591788
5384,0.00710702567865289
5385,0.007106996180006414
5386,0.007106960456097909
5387,0.007106917699218836
5388,0.007106867046394143
5389,0.007106807709862999
5390,0.0071067392852631455
5391,0.007106662449930805
5392,0.007106580515834708
5393,0.007106502831125611
5394,0.0071064519989523026
5395,0.0071064778861361175
5396,0.007106677413005257
5397,0.007107178272634353
5398,0.007107791875483553
5399,0.007105661731772754
5400,0.008044912001895162
5401,0.008045929000684184
5402,0.008053510092226936
5403,0.008059919178241335
5404,0.008064209919356642
5405,0.008066942111896826
5406,0.008068700991582125
5407,0.008069871577779072
5408,0.008070681180748517
5409,0.008071261628172597
5410,0.008071690773648454
5411,0.008072016151540096
5412,0.008072267910307738
5413,0.00807246589866244
5414,0.008072623634778026
5415,0.00807275060046126
5416,0.008072853614141477
5417,0.008072937681647168
5418,0.00807300654092256
5419,0.00807306302124298
5420,0.008073109286309103
5421,0.008073147002421831
5422,0.008073177456952236
5423,0.00807320164297063
5424,0.008073220320264567
5425,0.008073234059482369
5426,0.00807324327391342
5427,0.008073248241962878
5428,0.008073249122408081
5429,0.008073245963867836
5430,0.008073238709477865
5431,0.008073227197501597
5432,0.00807321115851905
5433,0.008073190209994134
5434,0.008073163849597859
5435,0.00807313145004927
5436,0.008073092261257029
5437,0.008073045431977434
5438,0.00807299007688393
5439,0.008072925444244112
5440,0.008072851302716524
5441,0.008072768803207871
5442,0.00807268236743349
5443,0.00807260376530592
5444,0.008072560644583912
5445,0.008072612849185621
5446,0.008072875079963356
5447,0.008073497223759846
5448,0.008074263672696796
5449,0.008071895174578273
5450,0.009000357917401385
5451,0.009001528407537412
5452,0.009010081464125165
5453,0.009017294856488587
5454,0.009022103606978632
5455,0.009025145518270791
5456,0.009027087214705642
5457,0.009028367517789767
5458,0.009029245215689487
5459,0.009029869823464801
5460,0.009030329043616316
5461,0.009030675927400315
5462,0.009030943760482142
5463,0.009031154215697758
5464,0.009031321902917906
5465,0.009031456980514618
5466,0.00903156670314242
5467,0.009031656369911566
5468,0.009031729924181919
5469,0.00903179034450024
5470,0.009031839906373872
5471,0.009031880361733111
5472,0.009031913064421002
5473,0.009031939059320766
5474,0.009031959146338822
5475,0.009031973926547634
5476,0.009031983835331249
5477,0.009031989165789647
5478,0.009031990084612607
5479,0.009031986641937542
5480,0.009031978776251781
5481,0.009031966315141741
5482,0.009031948972639188
5483,0.009031926344153549
5484,0.009031897900722938
5485,0.009031862986030384
5486,0.00903182082329701
5487,0.009031770546853037
5488,0.009031711289319524
5489,0.009031642389438113
5490,0.009031563858344348
5491,0.00903147739811268
5492,0.009031388598531491
5493,0.009031311617266016
5494,0.009031278861436627
5495,0.009031359330390945
5496,0.009031683768985568
5497,0.009032421456829151
5498,0.009033327072634418
5499,0.009030701376559648
5500,0.009945248159366375
5501,0.009946563961950164
5502,0.00995607953352664
5503,0.009964095149913196
5504,0.00996942538916302
5505,0.00997278261141549
5506,0.009974912466066377
5507,0.009976306519388096
5508,0.009977254841666991
5509,0.0099779248547656
5510,0.009978414456744397
5511,0.00997878254548005
5512,0.00997906580359998
5513,0.009979287911317023
5514,0.009979464689163343
5515,0.009979607043432207
5516,0.009979722703823858
5517,0.009979817280656916
5518,0.009979894927981526
5519,0.009979958771744296
5520,0.009980011193757955
5521,0.009980054024609216
5522,0.009980088677439207
5523,0.009980116242281787
5524,0.009980137553386222
5525,0.009980153237538949
5526,0.009980163748650576
5527,0.009980169392120854
5528,0.009980170341353588
5529,0.009980166648045624
5530,0.00998015824739873
5531,0.009980144959150119
5532,0.009980126485301673
5533,0.009980102405750787
5534,0.009980072173936004
5535,0.009980035116640775
5536,0.009979990446358966
5537,0.009979937303436891
5538,0.009979874863473757
5539,0.009979802583686772
5540,0.00997972074280385
5541,0.009979631601306618
5542,0.00997954187382731
5543,0.009979467949636046
5544,0.009979446622167413
5545,0.009979555317033054
5546,0.009979939634825675
5547,0.009980786783223082
5548,0.009981821199320635
5549,0.009978928909476936
5550,0.010875723752581843
5551,0.010877178981730573
5552,0.010887643343561496
5553,0.010896453000091406
5554,0.010902302431767805
5555,0.01090597606406615
5556,0.010908296422418038
5557,0.01090980655547696
5558,0.010910827261788679
5559,0.010911543742619701
5560,0.010912064171318278
5561,0.010912453444373521
5562,0.010912751796010544
5563,0.010912985042266583
5564,0.010913170309650316
5565,0.010913319317544922
5566,0.010913440312057595
5567,0.010913539238810522
5568,0.010913620474881924
5569,0.01091368729838912
5570,0.010913742197645904
5571,0.010913787079556843
5572,0.010913823413030828
5573,0.010913852329385576
5574,0.010913874693538963
5575,0.010913891154828815
5576,0.010913902183231525
5577,0.010913908094804702
5578,0.010913909068924985
5579,0.010913905159081106
5580,0.010913896298477808
5581,0.010913882301452753
5582,0.010913862861723739
5583,0.010913837548881818
5584,0.01091380580560422
5585,0.010913766950368027
5586,0.010913720195218638
5587,0.010913664697917979
5588,0.010913599687895476
5589,0.010913524747237871
5590,0.010913440416062141
5591,0.010913349478943148
5592,0.010913259685763468
5593,0.010913189469497393
5594,0.010913179664843165
5595,0.010913315561597853
5596,0.010913756831118154
5597,0.010914707827083654
5598,0.01091586310964313
5599,0.010912700821374646
5600,0.011787163901959701
5601,0.011788753683892957
5602,0.011800148661977396
5603,0.01180973900284678
5604,0.011816100753819643
5605,0.011820088291724335
5606,0.011822598925974322
5607,0.011824225809401673
5608,0.011825319715052799
5609,0.011826083283279578
5610,0.011826634859330342
5611,0.011827045352874613
5612,0.011827358611352718
5613,0.011827602657597672
5614,0.011827795987175236
5615,0.0118279511818876
5616,0.011828077039611092
5617,0.011828179864794498
5618,0.01182826427197584
5619,0.011828333699359102
5620,0.011828390745273346
5621,0.011828437393662962
5622,0.01182847516830007
5623,0.011828505240069506
5624,0.011828528502581955
5625,0.011828545625859952
5626,0.011828557094430885
5627,0.011828563234008372
5628,0.011828564229564065
5629,0.011828560136707258
5630,0.01182855088774796
5631,0.011828536293557217
5632,0.011828516042374622
5633,0.011828489697171377
5634,0.01182845669435772
5635,0.011828416349160724
5636,0.011828367878203613
5637,0.01182831046041083
5638,0.011828243379072742
5639,0.011828166332981567
5640,0.01182808009949122
5641,0.011827987934335248
5642,0.011827898521328005
5643,0.011827832160005963
5644,0.01182783343981208
5645,0.011827995088227395
5646,0.01182849028673117
5647,0.011829540033980202
5648,0.011830809757090353
5649,0.011827378232357747
5650,0.01267417484415711
5651,0.012675894544279243
5652,0.012688196950047569
5653,0.01269854958713441
5654,0.012705412716826178
5655,0.012709708560834476
5656,0.012712406994320602
5657,0.012714149756351193
5658,0.012715316694043747
5659,0.012716127402598061
5660,0.012716710168145524
5661,0.012717141825411726
5662,0.012717469820722301
5663,0.01271772440251582
5664,0.012717925465088303
5665,0.012718086482133843
5666,0.012718216827933115
5667,0.012718323184333157
5668,0.012718410416236201
5669,0.012718482130194983
5670,0.012718541039318696
5671,0.012718589206895076
5672,0.012718628212248537
5673,0.012718659265557115
5674,0.01271868328836863
5675,0.012718700970498199
5676,0.012718712810238234
5677,0.012718719142446705
5678,0.012718720157567684
5679,0.01271871591367331
5680,0.012718706343030075
5681,0.012718691254413397
5682,0.012718670332440864
5683,0.012718643135696501
5684,0.012718609096695137
5685,0.012718567529462788
5686,0.012718517656082076
5687,0.012718458674872294
5688,0.012718389916062108
5689,0.012718311178987281
5690,0.012718223446440538
5691,0.012718130388296469
5692,0.01271804152638257
5693,0.012717978873341657
5694,0.01271799053799184
5695,0.012718176338858623
5696,0.012718722494821675
5697,0.012719866210644925
5698,0.01272124472111635
5699,0.012717547940170191
5700,0.013530607921710434
5701,0.01353245264570523
5702,0.013545633592960012
5703,0.013556724886763644
5704,0.013564074520407506
5705,0.013568670226711025
5706,0.013571551946204576
5707,0.01357340828720079
5708,0.013574647126316954
5709,0.013575504413838028
5710,0.013576118049671357
5711,0.013576570627368029
5712,0.013576913117297355
5713,0.013577177967883592
5714,0.013577386470900532
5715,0.013577553001002747
5716,0.01357768752080374
5717,0.013577797100747066
5718,0.013577886865144554
5719,0.013577960595500649
5720,0.013578021124107395
5721,0.013578070596240301
5722,0.013578110648134026
5723,0.013578142529755623
5724,0.013578167190573276
5725,0.013578185339937817
5726,0.01357819748961351
5727,0.013578203983419607
5728,0.013578205017298745
5729,0.013578200652079733
5730,0.013578190820565994
5731,0.01357817533027834
5732,0.013578153863226994
5733,0.013578125974619245
5734,0.01357809109376123
5735,0.013578048533298215
5736,0.0135779975188359
5737,0.013577937262975362
5738,0.013577867132387123
5739,0.013577787007732652
5740,0.013577698044381501
5741,0.0135776042727142
5742,0.013577515967817042
5743,0.013577456723950861
5744,0.013577477965825653
5745,0.013577686286240615
5746,0.013578280466922605
5747,0.013579513427571384
5748,0.013580995298068069
5749,0.01357703997764614
5750,0.014349613329697284
5751,0.014351577579349028
5752,0.01436560180100822
5753,0.01437740249846735
5754,0.014385219770426647
5755,0.01439010414572327
5756,0.014393162725479098
5757,0.014395129008110765
5758,0.014396437692786708
5759,0.014397340375810539
5760,0.014397984162839706
5761,0.014398457177181976
5762,0.014398813789544914
5763,0.014399088585636039
5764,0.014399304226280734
5765,0.014399475977008845
5766,0.014399614387737738
5767,0.014399726920324613
5768,0.014399818962395596
5769,0.014399894474072902
5770,0.014399956409734852
5771,0.01440000699868388
5772,0.014400047935339083
5773,0.01440008051014259
5774,0.01440010570077039
5775,0.014400124236169052
5776,0.014400136641547625
5777,0.014400143269678112
5778,0.01440014432208249
5779,0.014400139862551436
5780,0.014400129824751244
5781,0.01440011401534369
5782,0.014400092114082639
5783,0.014400063672901246
5784,0.014400028117416228
5785,0.014399984757300465
5786,0.014399932818171556
5787,0.014399871520268104
5788,0.014399800255135934
5789,0.014399718965664596
5790,0.014399628949357132
5791,0.014399534549563666
5792,0.01439944672072516
5793,0.01439939052196329
5794,0.014399420502706987
5795,0.01439964970584444
5796,0.014400288943736227
5797,0.014401606247377772
5798,0.014403185874219303
5799,0.014398981233089437
5800,0.015123735088549844
5801,0.015125812513362317
5802,0.015140637744892273
5803,0.015153112593482596
5804,0.015161374513428397
5805,0.01516653362801137
5806,0.015169760796931749
5807,0.015171832112115752
5808,0.015173207702130717
5809,0.015174153986785063
5810,0.01517482679402166
5811,0.015175319493463834
5812,0.015175689691487195
5813,0.015175974017219549
5814,0.015176196448696834
5815,0.015176373115049971
5816,0.01517651514020817
5817,0.015176630371783302
5818,0.015176724458962907
5819,0.015176801540525742
5820,0.015176864693627494
5821,0.015176916232376759
5822,0.01517695791000694
5823,0.01517699105785392
5824,0.015177016682033334
5825,0.015177035531191364
5826,0.015177048144022435
5827,0.01517705488228335
5828,0.015177055953134583
5829,0.015177051423425052
5830,0.015177041227795104
5831,0.01517702517210916
5832,0.015177002933756435
5833,0.015176974060919904
5834,0.015176937974377367
5835,0.015176893978549221
5836,0.01517684129498459
5837,0.015176779144709572
5838,0.015176706933123396
5839,0.015176624648085533
5840,0.015176533702554841
5841,0.015176438711436752
5842,0.015176351242571724
5843,0.015176297709810058
5844,0.015176335592527797
5845,0.015176584026547108
5846,0.015177265230928572
5847,0.015178661599119986
5848,0.015180332906623139
5849,0.01517589055755158
5850,0.01584505110994172
5851,0.01584723432696601
5852,0.01586281080733365
5853,0.015875918221500963
5854,0.01588459753584428
5855,0.015890014707621754
5856,0.015893400388097383
5857,0.01589557060518847
5858,0.015897009315484704
5859,0.015897996818800733
5860,0.01589869710708454
5861,0.015899208462685117
5862,0.015899591527035562
5863,0.015899884852057664
5864,0.01590011366098835
5865,0.015900294904174266
5866,0.015900440255120763
5867,0.01590055793349061
5868,0.015900653842612827
5869,0.015900732296076237
5870,0.01590079649192114
5871,0.015900848828182247
5872,0.015900891116515232
5873,0.015900924728970395
5874,0.015900950700005308
5875,0.01590096979789775
5876,0.015900982574775846
5877,0.015900989401346537
5878,0.015900990490389864
5879,0.01590098591179569
5880,0.015900975601126403
5881,0.015900959363294224
5882,0.015900936872953977
5883,0.015900907673782258
5884,0.01590087118032235
5885,0.01590082668934244
5886,0.015900773414397912
5887,0.01590071057110082
5888,0.015900637569113765
5889,0.015900554426543263
5890,0.015900462648972397
5891,0.015900367086341505
5892,0.015900279858360532
5893,0.01590022862309775
5894,0.01590027357994195
5895,0.015900539550972013
5896,0.01590125942590897
5897,0.01590272904834295
5898,0.015904485274664065
5899,0.015899819172685452
5900,0.01650535957474016
5901,0.016507640045446047
5902,0.01652391018081028
5903,0.016537602016005924
5904,0.01654666711448176
5905,0.016552322901601406
5906,0.01655585524331455
5907,0.016558117055008762
5908,0.01655961429512289
5909,0.016560640072036188
5910,0.01656136590756906
5911,0.016561894615092526
5912,0.016562289637723302
5913,0.016562591305969758
5914,0.016562825998729064
5915,0.016563011431988447
5916,0.01656315979449352
5917,0.01656327965690481
5918,0.016563377163904033
5919,0.016563456796195516
5920,0.01656352186811055
5921,0.016563574858876735
5922,0.01656361763693858
5923,0.01656365161406998
5924,0.016563677852453995
5925,0.016563697139604178
5926,0.01656371004082019
5927,0.01656371693557896
5928,0.016563718042145466
5929,0.016563713433325425
5930,0.01656370304544185
5931,0.016563686682191412
5932,0.016563664015034354
5933,0.016563634582347792
5934,0.016563597791121744
5935,0.016563552928355207
5936,0.016563499196302907
5937,0.016563435800080982
5938,0.01656336214582524
5939,0.016563278269767716
5940,0.016563185750580443
5941,0.016563089640006926
5942,0.016563002549331046
5943,0.016562953264663817
5944,0.01656300447263129
5945,0.016563286215443736
5946,0.01656404119403804
5947,0.016565577616936934
5948,0.016567411167303547
5949,0.016562537571317898
5950,0.017096409213524753
5951,0.017098777175025254
5952,0.017115675406337617
5953,0.01712989688393099
5954,0.017139311787615408
5955,0.017145184017002837
5956,0.01714884944373251
5957,0.017151194415411734
5958,0.017152744832150364
5959,0.017153805407377584
5960,0.01715455448211846
5961,0.017155098972272548
5962,0.01715550485873009
5963,0.01715581408518853
5964,0.017156054081267483
5965,0.01715624326152312
5966,0.017156394286926495
5967,0.01715651605153473
5968,0.017156614923692172
5969,0.017156695539900197
5970,0.017156761323547577
5971,0.017156814830429263
5972,0.017156857982811302
5973,0.017156892230275406
5974,0.01715691866148151
5975,0.01715693808235548
5976,0.017156951070817522
5977,0.017156958014737444
5978,0.017156959137593537
5979,0.017156954514886916
5980,0.017156944083479723
5981,0.01715692764557134
5982,0.017156904869011003
5983,0.01715687528622635
5984,0.017156838295634955
5985,0.017156793172884835
5986,0.01715673910649366
5987,0.017156675287313572
5988,0.017156601112001655
5989,0.017156516625129722
5990,0.017156423461448283
5991,0.01715632684304641
5992,0.017156239811243583
5993,0.017156192154808864
5994,0.017156248787516853
5995,0.017156544441223696
5996,0.017157330640720572
5997,0.017158926698698743
5998,0.017160829059202937
5999,0.017155766479324697
6000,0.017610166640592236
6001,0.017612611092396438
6002,0.017630064002040084
6003,0.0176447538187915
6004,0.017654478276052744
6005,0.017660542127436413
6006,0.017664325410217938
6007,0.017666744041676653
6008,0.0176683415686542
6009,0.017669432974012605
6010,0.01767020263167363
6011,0.017670761086386502
6012,0.017671176564330746
6013,0.017671492437802108
6014,0.017671737068613354
6015,0.01767192949281607
6016,0.01767208279306181
6017,0.017672206153478975
6018,0.017672306144032337
6019,0.017672387542412713
6020,0.01767245387137083
6021,0.017672507756822352
6022,0.017672551170557528
6023,0.01767258559709152
6024,0.01767261214963048
6025,0.017672631651210056
6026,0.017672644691488274
6027,0.017672651666125992
6028,0.017672652803398445
6029,0.017672648181201765
6030,0.0176726377366969
6031,0.017672621270354405
6032,0.017672598446135536
6033,0.017672568790131182
6034,0.017672531691601517
6035,0.017672486413929024
6036,0.017672432130426338
6037,0.017672368015240768
6038,0.017672293451292856
6039,0.017672208483646375
6040,0.01767211478788587
6041,0.017672017725552717
6042,0.017671930703545516
6043,0.01767188437671142
6044,0.017671945596721618
6045,0.01767225318936439
6046,0.01767306638926955
6047,0.017674714180658448
6048,0.017676675889842945
6049,0.017671445002479722
6050,0.01803910903463686
6051,0.018041617782989357
6052,0.018059544466130412
6053,0.018074635111756394
6054,0.018084624820007174
6055,0.01809085297849085
6056,0.01809473734425024
6057,0.018097219149575794
6058,0.018098857066628574
6059,0.018099974884734235
6060,0.018100762151935925
6061,0.01810133252547307
6062,0.01810175615792874
6063,0.018102077648329926
6064,0.018102326160212387
6065,0.018102521265411953
6066,0.018102676411262758
6067,0.018102801033725996
6068,0.018102901878573642
6069,0.018102983847183163
6070,0.018103050549760122
6071,0.018103104674218433
6072,0.018103148236318423
6073,0.018103182751702456
6074,0.018103209355510373
6075,0.01810322888609406
6076,0.01810324194362126
6077,0.018103248930709217
6078,0.018103250079871437
6079,0.018103245471035024
6080,0.018103235041432374
6081,0.018103218589671073
6082,0.018103195775747323
6083,0.01810316611935852
6084,0.018103129000521356
6085,0.018103083670148866
6086,0.018103029285844188
6087,0.018102965003845017
6088,0.018102890190546596
6089,0.018102804885185758
6090,0.01810271079007362
6091,0.018102613375039506
6092,0.0181025263442714
6093,0.018102481070267913
6094,0.018102546024516185
6095,0.018102863468406814
6096,0.018103699112368508
6097,0.01810539001778058
6098,0.0181074006947474
6099,0.01810202421403484
6100,0.01837652579996695
6101,0.01837908556060826
6102,0.018397398273759302
6103,0.01841281656823525
6104,0.018423023530581402
6105,0.018429386414721086
6106,0.01843335369552957
6107,0.018435887304616018
6108,0.018437558309069152
6109,0.018438697724148665
6110,0.018439499346561153
6111,0.018440079390743887
6112,0.018440509593074295
6113,0.018440835562223933
6114,0.018441087122675715
6115,0.018441284289006862
6116,0.01844144081081117
6117,0.018441566333520183
6118,0.018441667749716187
6119,0.018441750064487596
6120,0.01844181696166762
6121,0.018441871181562666
6122,0.01844191477721233
6123,0.018441949290718244
6124,0.018441975875897066
6125,0.01844199538415075
6126,0.018442008424592458
6127,0.01844201540573547
6128,0.018442016563640504
6129,0.018442011979853547
6130,0.018442001591486443
6131,0.018441985195275384
6132,0.018441962447405244
6133,0.018441932861480964
6134,0.01844189580870144
6135,0.018441850528000528
6136,0.018441796161664175
6137,0.018441731847910037
6138,0.018441656935046756
6139,0.018441571451338117
6140,0.018441477112396968
6141,0.018441379464439543
6142,0.018441292436572224
6143,0.018441247959142898
6144,0.01844131577873479
6145,0.018441640877114453
6146,0.01844249409820964
6147,0.018444218841186827
6148,0.0184462672684929
6149,0.018440769767915154
6150,0.018616809162406822
6151,0.018619405719865548
6152,0.018638010802785734
6153,0.018653678651324383
6154,0.018664051667899015
6155,0.018670517734199813
6156,0.018674548558463802
6157,0.018677121841340936
6158,0.018678818131879257
6159,0.018679973987926906
6160,0.018680786471166128
6161,0.018681373764127613
6162,0.018681808823981925
6163,0.01868213803906453
6164,0.01868239174543858
6165,0.018682590301353278
6166,0.018682747691818817
6167,0.018682873726021128
6168,0.01868297541175493
6169,0.018683057835802725
6170,0.018683124740190446
6171,0.01868317890674768
6172,0.018683222418115833
6173,0.01868325683742544
6174,0.018683283333332634
6175,0.018683302767591045
6176,0.018683315756384784
6177,0.018683322712855395
6178,0.01868332387580237
6179,0.01868331932794465
6180,0.01868330900613105
6181,0.018683292705356583
6182,0.018683270078387472
6183,0.018683240633392374
6184,0.018683203733667785
6185,0.018683158607299293
6186,0.018683104382446237
6187,0.018683040180133146
6188,0.018682965330026093
6189,0.018682879845166672
6190,0.018682785441451348
6191,0.01868268770870858
6192,0.018682600724821842
6193,0.01868255680821049
6194,0.01868262661295923
6195,0.018682957077578406
6196,0.018683822745509455
6197,0.01868557149249816
6198,0.018687645750214258
6199,0.01868205343268484
6200,0.01875571177045849
6201,0.0187583301883327
6202,0.01877712923703652
6203,0.018792964585833502
6204,0.018803449869967234
6205,0.01880998598874714
6206,0.018814060011977322
6207,0.018816660224918683
6208,0.018818373597547892
6209,0.01881954046342481
6210,0.018820360118237123
6211,0.018820952096149396
6212,0.018821390195746402
6213,0.018821721344799522
6214,0.01882197623483736
6215,0.018822175464025214
6216,0.018822333182527306
6217,0.01882245931497182
6218,0.018822560950740478
6219,0.01882264323468274
6220,0.018822709950294145
6221,0.01882276390902759
6222,0.018822807214629134
6223,0.018822841445182648
6224,0.018822867779846916
6225,0.01882288708765187
6226,0.018822899989705495
6227,0.018822906902328327
6228,0.018822908066150855
6229,0.01882290356459783
6230,0.018822893334169588
6231,0.018822877168389925
6232,0.018822854717229796
6233,0.018822825484410225
6234,0.018822788826686407
6235,0.01882274396299398
6236,0.01882269000924416
6237,0.01882262607088126
6238,0.018822551459191997
6239,0.018822466168453036
6240,0.018822371902116976
6241,0.018822274260111183
6242,0.01882218738994266
6243,0.018822143820492514
6244,0.018822214727939688
6245,0.018822548206363254
6246,0.018823420993874768
6247,0.018825183488713888
6248,0.01882727113326043
6249,0.018821611551907775
6250,0.018790549949141325
6251,0.018793174821865235
6252,0.018812066071967
6253,0.018827984033029044
6254,0.01883852593303519
6255,0.018845097824963634
6256,0.01884919399437862
6257,0.018851807944715127
6258,0.01885352989910366
6259,0.018854702139519893
6260,0.018855525130479375
6261,0.01885611912158818
6262,0.018856558361721475
6263,0.01885689007056656
6264,0.018857145134235868
6265,0.018857344283756503
6266,0.01885750176177233
6267,0.018857627558193257
6268,0.018857728808896832
6269,0.018857810691985392
6270,0.01885787701473062
6271,0.018857930605514956
6272,0.01885797358004635
6273,0.01885800752476787
6274,0.01885803362459535
6275,0.018858052752446876
6276,0.01885806553197947
6277,0.01885807238109228
6278,0.01885807354125952
6279,0.018858069096134248
6280,0.01885805898184237
6281,0.018858042990839104
6282,0.018858020771135055
6283,0.018857991823289663
6284,0.018857955499267852
6285,0.018857911011039792
6286,0.018857857464725306
6287,0.018857793952451903
6288,0.018857719768063788
6289,0.018857634884122967
6290,0.018857540979215513
6291,0.018857443629460114
6292,0.018857356970914212
6293,0.018857313560180642
6294,0.018857384698367594
6295,0.018857718809130057
6296,0.01885859327377827
6297,0.018860358999703467
6298,0.018862447278022217
6299,0.01885674901348268
6300,0.018720334599971248
6301,0.018722950332954513
6302,0.018741830195940272
6303,0.018757744296113366
6304,0.018768286095179387
6305,0.018774858812885674
6306,0.018778955657195652
6307,0.01878156988202007
6308,0.018783291735475792
6309,0.018784463586202747
6310,0.018785285982835423
6311,0.018785879243008306
6312,0.018786317668132838
6313,0.01878664851820269
6314,0.01878690271036006
6315,0.018787100999570087
6316,0.01878725764688121
6317,0.0187873826562128
6318,0.018787483173928483
6319,0.01878756438579346
6320,0.01878763010450148
6321,0.0187876831621099
6322,0.018787725676674666
6323,0.018787759236014563
6324,0.018787785025742992
6325,0.018787803919033782
6326,0.01878781653953871
6327,0.018787823305016965
6328,0.018787824456739932
6329,0.018787820078110515
6330,0.018787810104912588
6331,0.018787794329055703
6332,0.018787772397610956
6333,0.01878774380951805
6334,0.01878770791403219
6335,0.018787663918747036
6336,0.01878761092292363
6337,0.018787548008170896
6338,0.018787474452393073
6339,0.01878739020402971
6340,0.01878729690479348
6341,0.018787200073182277
6342,0.01878711375212729
6343,0.018787070341149265
6344,0.018787140864069303
6345,0.018787473237269113
6346,0.018788343913664185
6347,0.01879010227388448
6348,0.018792178360749583
6349,0.01878647066386978
6350,0.018545817656835297
6351,0.018548408759229307
6352,0.01856717344160287
6353,0.018582996940819493
6354,0.018593481701147694
6355,0.01860002013654099
6356,0.018604096070039988
6357,0.018606697022658637
6358,0.01860841002819394
6359,0.018609575673383092
6360,0.01861039350237236
6361,0.01861098325124201
6362,0.018611418874963894
6363,0.018611747421490278
6364,0.018611999674925595
6365,0.018612196304825673
6366,0.01861235151617195
6367,0.01861247527522855
6368,0.018612574702444706
6369,0.01861265496527622
6370,0.0186127198631208
6371,0.018612772218119564
6372,0.01861281414076059
6373,0.018612847212992837
6374,0.018612872615848364
6375,0.0186128912189493
6376,0.018612903643257708
6377,0.01861291030458934
6378,0.018612911442926816
6379,0.018612907140951516
6380,0.018612897334192607
6381,0.018612881814641723
6382,0.018612860229608407
6383,0.018612832078166563
6384,0.01861279670921116
6385,0.01861275332887515
6386,0.01861270103287739
6387,0.01861263889554478
6388,0.018612566180832842
6389,0.018612482811187173
6390,0.018612390380029195
6391,0.01861229431509259
6392,0.018612208485331634
6393,0.01861216494955161
6394,0.01861223405400616
6395,0.01861256237458048
6396,0.01861342387152912
6397,0.018615164378063112
6398,0.018617215622415195
6399,0.01861152803380145
6400,0.01826944975473421
6401,0.018272001127901068
6402,0.018290548256179248
6403,0.018306195474196138
6404,0.01831656688784141
6405,0.018323036283557432
6406,0.01832706991231293
6407,0.018329644149480087
6408,0.018331339613911667
6409,0.018332493263087432
6410,0.018333302560039344
6411,0.018333886016737494
6412,0.018334316847000195
6413,0.018334641637032342
6414,0.01833489087547754
6415,0.01833508503813927
6416,0.018335238200041928
6417,0.01833536023842849
6418,0.01833545821154412
6419,0.018335537242552158
6420,0.01833560109875105
6421,0.01833565257864897
6422,0.018335693775108606
6423,0.018335726256822536
6424,0.018335751194834195
6425,0.01833576945129853
6426,0.01833578164172138
6427,0.018335788178118925
6428,0.018335789298078754
6429,0.018335785083103268
6430,0.018335775468604407
6431,0.018335760247371685
6432,0.018335739068258795
6433,0.018335711432396554
6434,0.01833567669088053
6435,0.01833563405155432
6436,0.018335582610214295
6437,0.018335521437500592
6438,0.01833544978584587
6439,0.018335367550389108
6440,0.01833527626563525
6441,0.018335181236678315
6442,0.018335096079910337
