,Electric potential
4562,6.41386338710349e-05
4563,6.911260179011864e-05
4564,7.393203171994228e-05
4565,7.855537841826804e-05
4566,8.293770288833023e-05
4567,8.703165059282399e-05
4568,9.078865560995704e-05
4569,9.416033827426952e-05
4570,9.710004472606968e-05
4571,9.956445868383259e-05
4572,0.0001015152009830728
4573,0.00010292032334840205
4574,0.00010375560146427468
4575,0.00010400553987619725
4576,0.00010366401765440469
4577,0.00010273452786829922
4578,0.00010122999333434343
4579,9.917217253095864e-05
4580,9.659069940474551e-05
4581,9.352182567646856e-05
4582,9.00069516581674e-05
4583,8.60910401508116e-05
4584,8.18210076221416e-05
4585,7.724417862685553e-05
4586,7.240687520466583e-05
4587,6.735319505313439e-05
4588,6.21240128729869e-05
4589,5.67562202799841e-05
4590,5.128220221832864e-05
4591,4.572953198987572e-05
4592,4.0120851187989744e-05
4593,3.4473879728034906e-05
4594,2.8801460085380293e-05
4595,2.3111435575926987e-05
4596,1.7405857165253842e-05
4597,1.167802993019277e-05
4598,5.9024763988134735e-06
4599,0.0
4600,0.0
4601,5.771334066330799e-06
4602,1.0362172835640036e-05
4603,1.4961551753583309e-05
4604,1.9571432049851776e-05
4605,2.4191902550738383e-05
4606,2.882067749921655e-05
4607,3.345262431928082e-05
4608,3.807933095253017e-05
4609,4.268872956570586e-05
4610,4.726479787519952e-05
4611,5.178736194713814e-05
4612,5.623202549706461e-05
4613,6.057025029081127e-05
4614,6.476960982351519e-05
4615,6.879423357016669e-05
4616,7.260545143264272e-05
4617,7.616263749455631e-05
4618,7.942423914898115e-05
4619,8.234896284123248e-05
4620,8.489707228250858e-05
4621,8.703174064438839e-05
4622,8.872038677446901e-05
4623,8.993591869879583e-05
4624,9.065780709303085e-05
4625,9.087291787390712e-05
4626,9.057604657102883e-05
4627,8.977011668791766e-05
4628,8.846602794164504e-05
4629,8.668216552257151e-05
4630,8.444360552755571e-05
4631,8.178107188136776e-05
4632,7.872971437247842e-05
4633,7.53277847779798e-05
4634,7.161528830493374e-05
4635,6.763268148729336e-05
4636,6.341967665769594e-05
4637,5.9014198910785833e-05
4638,5.445152585115989e-05
4639,4.976362485306723e-05
4640,4.49786879801655e-05
4641,4.0120851187989744e-05
4642,3.521007054045253e-05
4643,3.0262109317537328e-05
4644,2.5288553119432267e-05
4645,2.029667717492224e-05
4646,1.528871895069018e-05
4647,1.0259237386463635e-05
4648,5.1861977037592755e-06
4649,0.0
4650,0.0
4651,4.9714178415151165e-06
4652,8.920813938557205e-06
4653,1.2876866589125834e-05
4654,1.6840870268258402e-05
4655,2.081248905631047e-05
4656,2.4789357949030303e-05
4657,2.8766701608126023e-05
4658,3.273698072704964e-05
4659,3.6689583919542046e-05
4660,4.061058562552459e-05
4661,4.448259122879883e-05
4662,4.828469041809345e-05
4663,5.1992538702462256e-05
4664,5.5578584460232824e-05
4665,5.901245450501312e-05
4666,6.22615046037847e-05
4667,6.529153264649776e-05
4668,6.806764152703794e-05
4669,7.055522688926571e-05
4670,7.272105270533552e-05
4671,7.453436645830667e-05
4672,7.596799692272718e-05
4673,7.699937256140566e-05
4674,7.761139849872669e-05
4675,7.77931355055267e-05
4676,7.754023537867554e-05
4677,7.685510271594348e-05
4678,7.574677188679755e-05
4679,7.423050801019335e-05
4680,7.2327159810994e-05
4681,7.006230832654056e-05
4682,6.74652670175696e-05
4683,6.456799501020852e-05
4684,6.140398580569667e-05
4685,5.800718937068641e-05
4686,5.441101710585748e-05
4687,5.0647468108386056e-05
4688,4.674640275213511e-05
4689,4.273497706522571e-05
4690,3.863723942267294e-05
4691,3.4473879728034906e-05
4692,3.0262109317537328e-05
4693,2.601563332808211e-05
4694,2.1744645010917318e-05
4695,1.745569026100531e-05
4696,1.3151014323690397e-05
4697,8.826243901557645e-06
4698,4.462611698648278e-06
4699,0.0
4700,0.0
4701,4.1635766325117665e-06
4702,7.465613416241498e-06
4703,1.0772942851193578e-05
4704,1.4086329589077286e-05
4705,1.740513971121501e-05
4706,2.0727058705578874e-05
4707,2.404779835291265e-05
4708,2.7360813402560123e-05
4709,3.06570518933854e-05
4710,3.392476031801685e-05
4711,3.71493624053489e-05
4712,4.031342866378622e-05
4713,4.3396752216102994e-05
4714,4.6376544060576435e-05
4715,4.9227757152193564e-05
4716,5.192354332138184e-05
4717,5.443584001012676e-05
4718,5.673607535310698e-05
4719,5.879597078917068e-05
4720,6.058841094127478e-05
4721,6.2088341939425e-05
4722,6.327365276824584e-05
4723,6.412599063667435e-05
4724,6.463146160931124e-05
4725,6.478117223834705e-05
4726,6.457157661396479e-05
4727,6.400460547696294e-05
4728,6.308756867328725e-05
4729,6.183283778262737e-05
4730,6.025733059060311e-05
4731,5.838183167359852e-05
4732,5.6230192537169234e-05
4733,5.382845979245197e-05
4734,5.1203980619942606e-05
4735,4.838453161940231e-05
4736,4.539751083648302e-05
4737,4.2269224275526866e-05
4738,3.902428857936046e-05
4739,3.5685161665966755e-05
4740,3.2271803523308156e-05
4741,2.8801460085380287e-05
4742,2.5288553119432264e-05
4743,2.1744645010917318e-05
4744,1.817841974058008e-05
4745,1.459555204501734e-05
4746,1.0998135621710682e-05
4747,7.382696486770617e-06
4748,3.733570909856864e-06
4749,0.0
4750,0.0
4751,3.3492437127931695e-06
4752,5.99923031721936e-06
4753,8.653707274439573e-06
4754,1.1312962283307438e-05
4755,1.3976134337023349e-05
4756,1.6641057861807995e-05
4757,1.9304042600235683e-05
4758,2.1959644257460556e-05
4759,2.460046071427775e-05
4760,2.7216975019006395e-05
4761,2.9797460223628144e-05
4762,3.2327958645267366e-05
4763,3.479234665810618e-05
4764,3.7172494270469655e-05
4765,3.944852586886681e-05
4766,4.159918436402077e-05
4767,4.360229555936416e-05
4768,4.5435323101589925e-05
4769,4.707599729077494e-05
4770,4.850299393374417e-05
4771,4.96966330664591e-05
4772,5.0639562556230075e-05
4773,5.131738908026659e-05
4774,5.17192193485815e-05
4775,5.1838077992108554e-05
4776,5.167117519264186e-05
4777,5.1220006408408405e-05
4778,5.049027760302146e-05
4779,4.9491661115427097e-05
4780,4.8237398514359105e-05
4781,4.674377634035757e-05
4782,4.502950766739357e-05
4783,4.311505638220576e-05
4784,4.102194184919034e-05
4785,3.8772059444854e-05
4786,3.638704784584867e-05
4787,3.388772765099237e-05
4788,3.12936286628378e-05
4789,2.8622615604248497e-05
4790,2.5890614617774594e-05
4791,2.3111435575926987e-05
4792,2.029667717492224e-05
4793,1.745569026100531e-05
4794,1.4595552045017343e-05
4795,1.1720946633694661e-05
4796,8.83368154243723e-06
4797,5.931039418423422e-06
4798,3.000318544355405e-06
4799,0.0
4800,0.0
4801,2.5289712461164348e-06
4802,4.522934985374578e-06
4803,6.521226903479318e-06
4804,8.523541138486319e-06
4805,1.0528794012305693e-05
4806,1.2535047417262443e-05
4807,1.45393120996707e-05
4808,1.6537344365784143e-05
4809,1.8523474294846286e-05
4810,2.049047892195265e-05
4811,2.242950781974574e-05
4812,2.4330067683689486e-05
4813,2.6180072404885313e-05
4814,2.7965964333540214e-05
4815,2.967291062477575e-05
4816,3.128507566603081e-05
4817,3.278596670814698e-05
4818,3.415884517650424e-05
4819,3.5387191062811655e-05
4820,3.6455202746239166e-05
4821,3.7348310104401795e-05
4822,3.80536754219067e-05
4823,3.856065491541705e-05
4824,3.886119407069564e-05
4825,3.895013262381525e-05
4826,3.882539984854168e-05
4827,3.848808748803654e-05
4828,3.79423955941959e-05
4829,3.7195454938823455e-05
4830,3.625703769594784e-05
4831,3.5139174975222445e-05
4832,3.385570488695697e-05
4833,3.2421777756477447e-05
4834,3.0853345772035045e-05
4835,2.916666290213869e-05
4836,2.7377817719620348e-05
4837,2.5502317313161712e-05
4838,2.3554735278050853e-05
4839,2.1548431318072463e-05
4840,1.9495344551271502e-05
4841,1.7405857165253846e-05
4842,1.5288718950690177e-05
4843,1.3151014323690397e-05
4844,1.0998135621710685e-05
4845,8.833681542437234e-06
4846,6.659069387156881e-06
4847,4.472233314782268e-06
4848,2.2633341606335055e-06
4849,0.0
4850,0.0
4851,1.701810082959676e-06
4852,3.0359086971995988e-06
4853,4.37483752142442e-06
4854,5.717306290209324e-06
4855,7.062001791678496e-06
4856,8.407321799824815e-06
4857,9.751098426063014e-06
4858,1.1090391526762766e-05
4859,1.2421342562433954e-05
4860,1.373907669647944e-05
4861,1.5037648036831406e-05
4862,1.6310027894255825e-05
4863,1.7548138281272895e-05
4864,1.874293339209621e-05
4865,1.9884531045858093e-05
4866,2.096239436047151e-05
4867,2.1965561467799355e-05
4868,2.288291809094252e-05
4869,2.3703504532442158e-05
4870,2.4416845375950037e-05
4871,2.5013287336935538e-05
4872,2.548432857769899e-05
4873,2.5822921763782884e-05
4874,2.6023733433963673e-05
4875,2.608334400273184e-05
4876,2.6000375864298258e-05
4877,2.5775541395991396e-05
4878,2.541160778433716e-05
4879,2.491328102668914e-05
4880,2.4287016659717205e-05
4881,2.3540769230801928e-05
4882,2.268369585872512e-05
4883,2.172583117700864e-05
4884,2.0677751441873185e-05
4885,1.955024470887862e-05
4886,1.8354001963608605e-05
4887,1.7099341241395245e-05
4888,1.579597342198209e-05
4889,1.4452814830740997e-05
4890,1.307784820192561e-05
4891,1.167802993019277e-05
4892,1.0259237386463633e-05
4893,8.826243901557645e-06
4894,7.382696486770617e-06
4895,5.931039418423422e-06
4896,4.472233314782268e-06
4897,3.00481771474539e-06
4898,1.521811065731626e-06
4899,0.0
4900,0.0
4901,8.634190150908806e-07
4902,1.5332472062652525e-06
4903,2.208313916928584e-06
4904,2.8860250666911713e-06
4905,3.565113897516782e-06
4906,4.2445603033294785e-06
4907,4.9231845606196305e-06
4908,5.599462421181582e-06
4909,6.271425172845556e-06
4910,6.936601210223343e-06
4911,7.591985217630679e-06
4912,8.234031176839672e-06
4913,8.858668972883755e-06
4914,9.461345426578898e-06
4915,1.0037090488081636e-05
4916,1.0580608578653358e-05
4917,1.1086393889331713e-05
4918,1.1548866980854931e-05
4919,1.1962528419763058e-05
4920,1.2322123590003532e-05
4921,1.2622811414353478e-05
4922,1.2860328686662108e-05
4923,1.3031141218213533e-05
4924,1.3132573161119551e-05
4925,1.3162906744931422e-05
4926,1.312144622460065e-05
4927,1.3008541977683466e-05
4928,1.2825573219065252e-05
4929,1.2574890481750327e-05
4930,1.2259721580812364e-05
4931,1.1884046988454997e-05
4932,1.1452452204421134e-05
4933,1.0969965684234385e-05
4934,1.044189114897449e-05
4935,9.873642686871615e-06
4936,9.27059007715398e-06
4937,8.637920369986389e-06
4938,7.980520105143927e-06
4939,7.302880789585097e-06
4940,6.60902846887392e-06
4941,5.902476398813474e-06
4942,5.186197703759276e-06
4943,4.462611698648278e-06
4944,3.7335709098568636e-06
4945,3.0003185443554055e-06
4946,2.2633341606335055e-06
4947,1.5218110657316258e-06
4948,7.718667036218241e-07
4949,0.0
4950,0.0
4951,0.0
4952,0.0
4953,0.0
4954,0.0
4955,0.0
4956,0.0
4957,0.0
4958,0.0
4959,0.0
4960,0.0
4961,0.0
4962,0.0
4963,0.0
4964,0.0
4965,0.0
4966,0.0
4967,0.0
4968,0.0
4969,0.0
4970,0.0
4971,0.0
4972,0.0
4973,0.0
4974,0.0
4975,0.0
4976,0.0
4977,0.0
4978,0.0
4979,0.0
4980,0.0
4981,0.0
4982,0.0
4983,0.0
4984,0.0
4985,0.0
4986,0.0
4987,0.0
4988,0.0
4989,0.0
4990,0.0
4991,0.0
4992,0.0
4993,0.0
4994,0.0
4995,0.0
4996,0.0
4997,0.0
4998,0.0
4999,0.0
5000,0.0
5001,0.0
5002,0.0
5003,0.0
5004,0.0
5005,0.0
5006,0.0
5007,0.0
5008,0.0
5009,0.0
5010,0.0
5011,0.0
5012,0.0
5013,0.0
5014,0.0
5015,0.0
5016,0.0
5017,0.0
5018,0.0
5019,0.0
5020,0.0
5021,0.0
5022,0.0
5023,0.0
5024,0.0
5025,0.0
5026,0.0
5027,0.0
5028,0.0
5029,0.0
5030,0.0
5031,0.0
5032,0.0
5033,0.0
5034,0.0
5035,0.0
5036,0.0
5037,0.0
5038,0.0
5039,0.0
5040,0.0
5041,0.0
5042,0.0
5043,0.0
5044,0.0
5045,0.0
5046,0.0
5047,0.0
5048,0.0
5049,0.0
5050,0.0
5051,1.670250539099121e-06
5052,3.036938792031245e-06
5053,4.403627119504103e-06
5054,5.769875098874624e-06
5055,7.13477446371054e-06
5056,8.496817773248042e-06
5057,9.8537791805207e-06
5058,1.120261115625472e-05
5059,1.2539361465860876e-05
5060,1.3859115039840071e-05
5061,1.5155965534911121e-05
5062,1.6423021261179783e-05
5063,1.765244966096626e-05
5064,1.8835563594200824e-05
5065,1.996295126898477e-05
5066,2.1024649752084182e-05
5067,2.201035965617412e-05
5068,2.2909695945821636e-05
5069,2.371246701504652e-05
5070,2.4408971505513044e-05
5071,2.4990300033451405e-05
5072,2.5448627360458922e-05
5073,2.5777479833305275e-05
5074,2.5971963314873036e-05
5075,2.6028938409700514e-05
5076,2.5947132499871868e-05
5077,2.5727181760707213e-05
5078,2.537160061135387e-05
5079,2.4884680580083095e-05
5080,2.427232490293717e-05
5081,2.354182892747154e-05
5082,2.2701619238197833e-05
5083,2.176096615010963e-05
5084,2.0729684758229046e-05
5085,1.9617839141066745e-05
5086,1.843546275700555e-05
5087,1.7192305775731552e-05
5088,1.5897617304021353e-05
5089,1.4559967417302853e-05
5090,1.3187110722813724e-05
5091,1.1785889797794329e-05
5092,1.0362172835640035e-05
5093,8.920813938557205e-06
5094,7.465613416241498e-06
5095,5.99923031721936e-06
5096,4.522934985374578e-06
5097,3.0359086971995988e-06
5098,1.5332472062652525e-06
5099,0.0
5100,0.0
5101,3.036938792031246e-06
5102,5.466802753732766e-06
5103,7.896829743885976e-06
5104,1.0326293796231056e-05
5105,1.2753625789876984e-05
5106,1.5176178624101906e-05
5107,1.759001382940893e-05
5108,1.9989716503189053e-05
5109,2.2368246281211225e-05
5110,2.4716832707589404e-05
5111,2.702492368460713e-05
5112,2.9280195499874313e-05
5113,3.146863207837771e-05
5114,3.357467945458683e-05
5115,3.5581478919666075e-05
5116,3.747117886305553e-05
5117,3.922532108931042e-05
5118,4.082529256080933e-05
5119,4.225282842667571e-05
5120,4.349054728692256e-05
5121,4.452249541922371e-05
5122,4.533467369105125e-05
5123,4.591551956519605e-05
5124,4.625631732474957e-05
5125,4.6351512539369986e-05
5126,4.61989117698818e-05
5127,4.5799755211171296e-05
5128,4.5158657828876993e-05
5129,4.4283422824147876e-05
5130,4.3184739175818914e-05
5131,4.187578182346377e-05
5132,4.037173817808841e-05
5133,3.868928770793672e-05
5134,3.6846062223396065e-05
5135,3.486011329665956e-05
5136,3.2749410313370826e-05
5137,3.053138840398908e-05
5138,2.8222560420787375e-05
5139,2.5838201641338876e-05
5140,2.3392110276686893e-05
5141,2.089644117052022e-05
5142,1.836160389210745e-05
5143,1.5796208617200252e-05
5144,1.3207031457132342e-05
5145,1.0598951866073683e-05
5146,7.974789534559385e-06
5147,5.334981230782462e-06
5148,2.6773956854224872e-06
5149,0.0
5150,0.0
5151,4.4036271195041035e-06
5152,7.896829743885974e-06
5153,1.1390653435712922e-05
5154,1.4884211418541533e-05
5155,1.837539075917692e-05
5156,2.1860511031055418e-05
5157,2.5334013325464675e-05
5158,2.8788189544726014e-05
5159,3.221296318816235e-05
5160,3.559573388217915e-05
5161,3.892129847122454e-05
5162,4.2171861322257956e-05
5163,4.53271453534719e-05
5164,4.836461296653313e-05
5165,5.125980240168179e-05
5166,5.3986780020735754e-05
5167,5.65187027789122e-05
5168,5.882847797469e-05
5169,6.088949975609388e-05
5170,6.267643446750217e-05
5171,6.416602051521317e-05
5172,6.533784381712716e-05
5173,6.617504781106172e-05
5174,6.66649379628826e-05
5175,6.679944497488941e-05
5176,6.657541830896584e-05
5177,6.599473167865537e-05
5178,6.506419395444192e-05
5179,6.37952713528276e-05
5180,6.220363863974429e-05
5181,6.030858724888008e-05
5182,5.8132325803141815e-05
5183,5.569921297990885e-05
5184,5.3034963812541584e-05
5185,5.01658685766123e-05
5186,4.711805887182502e-05
5187,4.391684906913518e-05
5188,4.058617369718561e-05
5189,3.714813327711945e-05
5190,3.36226530808873e-05
5191,3.0027251487995473e-05
5192,2.6376906825569073e-05
5193,2.268400300396283e-05
5194,1.8958323556341317e-05
5195,1.5207050210229394e-05
5196,1.1434713876115684e-05
5197,7.643099633278976e-06
5198,3.831516234773705e-06
5199,0.0
5200,0.0
5201,5.769875098874624e-06
5202,1.0326293796231056e-05
5203,1.4884211418541533e-05
5204,1.9442757234698222e-05
5205,2.3999440801523787e-05
5206,2.8549699920266348e-05
5207,3.3086487218686445e-05
5208,3.759990835222972e-05
5209,4.207692664999744e-05
5210,4.65011505769324e-05
5211,5.085272131939883e-05
5212,5.510831777736833e-05
5213,5.924129491518315e-05
5214,6.322196847934698e-05
5215,6.701805432415778e-05
5216,7.059526393224509e-05
5217,7.391804931998247e-05
5218,7.695048076726348e-05
5219,7.965723036135276e-05
5220,8.200462409285419e-05
5221,8.396171626166163e-05
5222,8.550133337647856e-05
5223,8.660103160537746e-05
5224,8.72439129366821e-05
5225,8.741925089949246e-05
5226,8.712288680299978e-05
5227,8.63573712545467e-05
5228,8.513184198128479e-05
5229,8.346164613703345e-05
5230,8.136773162532679e-05
5231,7.887584592821496e-05
5232,7.60155912503189e-05
5233,7.281939071186736e-05
5234,6.932142165177939e-05
5235,6.555656915734759e-05
5236,6.155944646299327e-05
5237,5.736351985629766e-05
5238,5.300036527274694e-05
5239,4.849907283657959e-05
5240,4.388580495770075e-05
5241,3.9183503594988465e-05
5242,3.4411732802985054e-05
5243,2.958663285266559e-05
5244,2.4720950340399498e-05
5245,1.9824092752459168e-05
5246,1.4902139814922905e-05
5247,9.957776523488685e-06
5248,4.9905061157772825e-06
5249,0.0
5250,0.0
5251,7.13477446371054e-06
5252,1.2753625789876983e-05
5253,1.837539075917692e-05
5254,2.3999440801523783e-05
5255,2.9623121252448455e-05
5256,3.5241183390143305e-05
5257,4.0845262515068514e-05
5258,4.642341812914668e-05
5259,5.19597547902246e-05
5260,5.7434144419655365e-05
5261,6.28220723102164e-05
5262,6.80946293596581e-05
5263,7.321867167621905e-05
5264,7.815716524469678e-05
5265,8.286972749400792e-05
5266,8.731336924608332e-05
5267,9.144342979295117e-05
5268,9.521468521392335e-05
5269,9.858259633766362e-05
5270,0.00010150464914518163
5271,0.00010394172832793473
5272,0.00010585945569564919
5273,0.00010722942060568917
5274,0.00010803023065658148
5275,0.00010824831808862492
5276,0.00010787845047976333
5277,0.00010692391245760485
5278,0.00010539634661899339
5279,0.00010331526452534851
5280,0.00010070726021654738
5281,9.76049770130783e-05
5282,9.404589178019419e-05
5283,9.00709883170055e-05
5284,8.572339288401187e-05
5285,8.104704058921642e-05
5286,7.608543247003633e-05
5287,7.088053102348166e-05
5288,6.547182812553123e-05
5289,5.98956050761247e-05
5290,5.4184390908563645e-05
5291,4.836661260803104e-05
5292,4.2466419288773206e-05
5293,3.6503650448580034e-05
5294,3.0493903351436177e-05
5295,2.4448631916828692e-05
5296,1.837517917244254e-05
5297,1.2276659319207463e-05
5298,6.152050878337726e-06
5299,0.0
5300,0.0
5301,8.496817773248042e-06
5302,1.5176178624101907e-05
5303,2.1860511031055418e-05
5304,2.8549699920266345e-05
5305,3.5241183390143305e-05
5306,4.1929262811201375e-05
5307,4.860446527791153e-05
5308,5.525297751737532e-05
5309,6.185617372275229e-05
5310,6.83902628233244e-05
5311,7.48260829095604e-05
5312,8.112907131778714e-05
5313,8.725943763833588e-05
5314,9.31725630753375e-05
5315,9.881964271138814e-05
5316,0.00010414857709707009
5317,0.00010910510630644218
5318,0.00011363416371168013
5319,0.00011768140924723145
5320,0.00012119488433692249
5321,0.00012412671479672936
5322,0.00012643477592945575
5323,0.0001280842276262324
5324,0.00012904882809525495
5325,0.0001293119436321319
5326,0.0001288671884504541
5327,0.00012771865178379087
5328,0.00012588069708622106
5329,0.00012337734737272223
5330,0.0001202412984857479
5331,0.00011651262550783654
5332,0.00011223726446506666
5333,0.00010746536061831649
5334,0.00010224957579277432
5335,9.664344108361359e-05
5336,9.06998293598759e-05
5337,8.446960614762474e-05
5338,7.800049966734496e-05
5339,7.133621276971748e-05
5340,6.451578253134082e-05
5341,5.7573177927922625e-05
5342,5.053711194091367e-05
5343,4.3431029909173016e-05
5344,3.627321694314003e-05
5345,2.9076937274638413e-05
5346,2.1850475883202056e-05
5347,1.4596960091676817e-05
5348,7.314372679307895e-06
5349,0.0
5350,0.0
5351,9.853779180520698e-06
5352,1.7590013829408927e-05
5353,2.5334013325464672e-05
5354,3.308648721868643e-05
5355,4.0845262515068514e-05
5356,4.860446527791153e-05
5357,5.635375951978788e-05
5358,6.407766549040468e-05
5359,7.175498385494667e-05
5360,7.935835636030473e-05
5361,8.685399677348145e-05
5362,9.420162742334872e-05
5363,0.0001013546558098448
5364,0.00010826062171419109
5365,0.00011486193743026453
5366,0.0001210969317825445
5367,0.00012690119254605095
5368,0.00013220918231990447
5369,0.0001369560810322924
5370,0.00014107978590230218
5371,0.0001445229792050579
5372,0.00014723515821529488
5373,0.00014917451280111274
5374,0.00015030953635885729
5375,0.00015062026624356996
5376,0.00015009907041973667
5377,0.00014875092620583857
5378,0.0001465931719159112
5379,0.0001436547492210522
5380,0.00013997498914398196
5381,0.00013560202404764047
5382,0.00013059092894666138
5383,0.00012500170637738515
5384,0.0001188972297118656
5385,0.00011234125125681566
5386,0.00010539656573668331
5387,9.812339932036479e-05
5388,9.057807176870543e-05
5389,8.281195677523859e-05
5390,7.487074472189122e-05
5391,6.679399354853985e-05
5392,5.861493669996562e-05
5393,5.0360499859544604e-05
5394,4.205145540020264e-05
5395,3.3702607161967496e-05
5396,2.532284635483644e-05
5397,1.691492700762497e-05
5398,8.475441685827618e-06
5399,0.0
5400,0.0
5401,1.1202611156254716e-05
5402,1.998971650318905e-05
5403,2.878818954472601e-05
5404,3.759990835222972e-05
5405,4.642341812914668e-05
5406,5.525297751737532e-05
5407,6.407766549040466e-05
5408,7.288057384759322e-05
5409,8.163811594036878e-05
5410,9.031948766774847e-05
5411,9.88863212268041e-05
5412,0.00010729257471067078
5413,0.00011548470044240125
5414,0.00012340213094584138
5415,0.00013097811283962013
5416,0.00013814090514485978
5417,0.00014481533945061108
5418,0.0001509247156768713
5419,0.000156392980204936
5420,0.00016114710513287451
5421,0.00016511956130476203
5422,0.00016825075693374685
5423,0.00017049130144587235
5424,0.00017180395337524875
5425,0.00017216512332815918
5426,0.00017156582815736914
5427,0.00017001202866664893
5428,0.00016752432682495054
5429,0.00016413704483635036
5430,0.00015989675227032294
5431,0.00015486034400606744
5432,0.0001490927973594315
5433,0.00014266474949394843
5434,0.00013565003594981085
5435,0.00012812331937130166
5436,0.00012015791696749026
5437,0.00011182390918695827
5438,0.00010318658381082977
5439,9.430524195930677e-05
5440,8.523236728524165e-05
5441,7.601313765288034e-05
5442,6.668523913174287e-05
5443,5.727892233736138e-05
5444,4.781721507236652e-05
5445,3.8316163566932416e-05
5446,2.8784915446595296e-05
5447,1.922546802389566e-05
5448,9.632636757573564e-06
5449,0.0
5450,0.0
5451,1.2539361465860876e-05
5452,2.2368246281211225e-05
5453,3.221296318816235e-05
5454,4.207692664999745e-05
5455,5.195975479022461e-05
5456,6.185617372275229e-05
5457,7.175498385494667e-05
5458,8.163811594036878e-05
5459,9.147981171487709e-05
5460,0.00010124597092697601
5461,0.00011089371259694492
5462,0.0001203712023510033
5463,0.00012961779848021083
5464,0.00013856456573016748
5465,0.0001471351966075686
5466,0.00015524736438020422
5467,0.00016281450969641702
5468,0.0001697480344169581
5469,0.00017595984340382375
5470,0.0001813651403030002
5471,0.00018588535042965274
5472,0.00018945101699681974
5473,0.00019200450047230727
5474,0.00019350230847627853
5475,0.00019391689755678246
5476,0.00019323781851771456
5477,0.00019147212143844628
5478,0.0001886439905914845
5479,0.00018479363701116012
5480,0.00017997553077931766
5481,0.00017425610001541646
5482,0.00016771105449935186
5483,0.0001604225064482868
5484,0.0001524760592402744
5485,0.00014395801895376056
5486,0.0001349528570657118
5487,0.00012554101979105647
5488,0.00011579714452960878
5489,0.00010578871017560655
5490,9.55751179464564e-05
5491,8.520717374286642e-05
5492,7.472692090026704e-05
5493,6.41677501448723e-05
5494,5.355468474299917e-05
5495,4.290469267992809e-05
5496,3.222681220674646e-05
5497,2.1521891064579855e-05
5498,1.0782568298817037e-05
5499,0.0
5500,0.0
5501,1.3859115039840071e-05
5502,2.4716832707589397e-05
5503,3.5595733882179135e-05
5504,4.6501150576932393e-05
5505,5.743414441965536e-05
5506,6.83902628233244e-05
5507,7.935835636030472e-05
5508,9.031948766774847e-05
5509,0.00010124597092697601
5510,0.00011210058978768573
5511,0.00012283604954673867
5512,0.00013339472519248669
5513,0.00014370876913631113
5514,0.00015370063951894306
5515,0.00016328410042097135
5516,0.00017236572797267743
5517,0.00018084693073556799
5518,0.0001886264592762358
5519,0.00019560334028860082
5520,0.00020168012806352054
5521,0.000206766324994813
5522,0.0002107817885160044
5523,0.00021365991996620586
5524,0.00021535042622190112
5525,0.00021582146054790547
5526,0.0002150609853913063
5527,0.0002130772540281342
5528,0.00020989837439296515
5529,0.00020557098928195396
5530,0.00020015817384232902
5531,0.0001937367060072801
5532,0.00018639390254322733
5533,0.0001782242298053084
5534,0.00016932589441290359
5535,0.00015979759779973996
5536,0.0001497356047039075
5537,0.00013923123463390713
5538,0.000128368842430473
5539,0.00011722431348484927
5540,0.00010586406370492644
5541,9.434450484896954e-05
5542,8.271191114050884e-05
5543,7.100259914688493e-05
5544,5.924330187789307e-05
5545,4.745156806882866e-05
5546,3.563594639401841e-05
5547,2.3795731927600652e-05
5548,1.1920976441636935e-05
5549,0.0
5550,0.0
5551,1.515596553491112e-05
5552,2.7024923684607125e-05
5553,3.892129847122454e-05
5554,5.0852721319398844e-05
5555,6.28220723102164e-05
5556,7.482608290956038e-05
5557,8.685399677348144e-05
5558,9.888632122680408e-05
5559,0.00011089371259694492
5560,0.00012283604954673867
5561,0.00013466175875896633
5562,0.00014630746533158146
5563,0.00015769804430877286
5564,0.0001687471479799496
5565,0.00017935827402593927
5566,0.0001894264206990241
5567,0.00019884034612196262
5568,0.00020748540975792392
5569,0.00021524692695810158
5570,0.00022201391584190166
5571,0.00022768306495470737
5572,0.0002321627068360535
5573,0.00023537655390832215
5574,0.00023726694526035006
5575,0.0002377973700799503
5576,0.00023695407645194197
5577,0.00023474663974482323
5578,0.00023120744578713823
5579,0.00022639013063618934
5580,0.00022036710008854266
5581,0.00021322631827054724
5582,0.00020506759850478303
5583,0.00019599864780860983
5584,0.00018613110947737446
5585,0.0001755768202410123
5586,0.0001644444556474917
5587,0.00015283668661013333
5588,0.0001408479179903249
5589,0.00012856263181163313
5590,0.00011605431640006245
5591,0.00010338492935502521
5592,9.060481520133104e-05
5593,7.77529731750642e-05
5594,6.485753791532007e-05
5595,5.193628258587562e-05
5596,3.8996877494838284e-05
5597,2.6036658496231995e-05
5598,1.3042677790242771e-05
5599,0.0
5600,0.0
5601,1.642302126117978e-05
5602,2.928019549987431e-05
5603,4.2171861322257956e-05
5604,5.510831777736833e-05
5605,6.80946293596581e-05
5606,8.112907131778713e-05
5607,9.420162742334871e-05
5608,0.00010729257471067077
5609,0.0001203712023510033
5610,0.0001333947251924867
5611,0.00014630746533158143
5612,0.00015904038572538753
5613,0.00017151106626105836
5614,0.00018362421253676303
5615,0.0001952727784825173
5616,0.00020633976375279058
5617,0.00021670071421986485
5618,0.00022622690887854203
5619,0.00023478916089527207
5620,0.00024226209849118827
5621,0.0002485287291988475
5622,0.00025348503693357676
5623,0.0002570443241795573
5624,0.00025914099951607325
5625,0.00025973352921919223
